text,account_age,posting_frequency,label
Your GoTyme parcel with tracking #640950809 is out for delivery today.,696,0.66,0
"Pre-order laptop bag, ₱1,200 deposit required per store policy, balance on pickup with official receipt.",1307,0.64,0
"bike for sale, ₱3,000. COD available within San Pedro.",224,1.12,0
"bike for sale, ₱3,000. COD available within Los Baños.",2189,0.36,0
"Pre-order air fryer, ₱1,200 deposit required per store policy, balance on pickup with official receipt.",2871,0.42,0
"Pre-order office chair, ₱2,500 deposit required per store policy, balance on pickup with official receipt.",851,0.82,0
Your GCash parcel with tracking #901145823 is out for delivery today.,1058,1.61,0
"jacket for sale, ₱3,000. COD available within Biñan.",2441,0.48,0
Your Maya parcel with tracking #574483268 is out for delivery today.,1828,2.18,0
Your LandBank parcel with tracking #157222474 is out for delivery today.,341,2.07,0
Your GoTyme parcel with tracking #328257482 is out for delivery today.,216,6.34,0
Your GCash parcel with tracking #711823337 is out for delivery today.,494,1.28,0
Your BPI parcel with tracking #517569536 is out for delivery today.,1217,1.99,0
Your Metrobank parcel with tracking #422658100 is out for delivery today.,550,1.03,0
Your UnionBank parcel with tracking #384592158 is out for delivery today.,1420,0.46,0
"phone case for sale, ₱1,750. COD available within Calamba.",2607,0.64,0
"speaker for sale, ₱3,000. COD available within San Pedro.",2215,0.76,0
Your GoTyme parcel with tracking #741008035 is out for delivery today.,1239,1.12,0
Your GoTyme parcel with tracking #656076504 is out for delivery today.,2741,1.49,0
Your GoTyme parcel with tracking #849634024 is out for delivery today.,1135,1.67,0
Your GoTyme parcel with tracking #226110390 is out for delivery today.,643,0.41,0
"phone case for sale, ₱2,500. COD available within Sta. Rosa.",1152,1.15,0
Your GoTyme parcel with tracking #458893054 is out for delivery today.,2322,2.49,0
"office chair for sale, ₱1,750. COD available within Alaminos.",395,4.77,0
"Pre-order sneakers, ₱1,200 deposit required per store policy, balance on pickup with official receipt.",1461,2.46,0
Your Maya parcel with tracking #976155575 is out for delivery today.,926,1.91,0
"watch for sale, ₱3,000. COD available within Tarlac City.",1738,2.16,0
"air fryer for sale, ₱2,500. COD available within San Pedro.",2513,2.15,0
"Pre-order monitor, ₱2,500 deposit required per store policy, balance on pickup with official receipt.",1555,0.69,0
Your BPI parcel with tracking #135645820 is out for delivery today.,382,0.21,0
Your LandBank parcel with tracking #975504983 is out for delivery today.,651,2.34,0
Your UnionBank parcel with tracking #189301386 is out for delivery today.,1648,2.08,0
"air fryer for sale, ₱1,750. COD available within San Pedro.",302,1.6,0
Your GoTyme parcel with tracking #397537998 is out for delivery today.,1637,2.17,0
Your GoTyme parcel with tracking #482217248 is out for delivery today.,1589,1.26,0
Your BPI parcel with tracking #127082152 is out for delivery today.,2410,1.13,0
Your Security Bank parcel with tracking #134869328 is out for delivery today.,215,3.62,0
Your BPI parcel with tracking #755540845 is out for delivery today.,1187,1.44,0
Your Security Bank parcel with tracking #859825084 is out for delivery today.,2002,0.93,0
Your Security Bank parcel with tracking #561343185 is out for delivery today.,1865,1.55,0
"phone case for sale, ₱1,200. COD available within Los Baños.",1877,1.59,0
Your Metrobank parcel with tracking #743523620 is out for delivery today.,146,7.25,0
Your GoTyme parcel with tracking #980818639 is out for delivery today.,948,0.52,0
Your LandBank parcel with tracking #879155390 is out for delivery today.,1665,1.3,0
Your Security Bank parcel with tracking #531840474 is out for delivery today.,333,7.37,0
Your LandBank parcel with tracking #517587950 is out for delivery today.,1617,2.22,0
Your LandBank parcel with tracking #223168312 is out for delivery today.,2835,1.52,0
Your LandBank parcel with tracking #951879267 is out for delivery today.,2025,2.01,0
"bike for sale, ₱3,000. COD available within Cabuyao.",1433,2.08,0
Your GoTyme parcel with tracking #322001851 is out for delivery today.,2927,2.39,0
Your BDO parcel with tracking #537202276 is out for delivery today.,2645,2.37,0
Your LandBank parcel with tracking #523391331 is out for delivery today.,2199,0.69,0
Your BDO parcel with tracking #489878606 is out for delivery today.,76,6.46,0
Your UnionBank parcel with tracking #569292727 is out for delivery today.,955,1.09,0
"speaker for sale, ₱1,200. COD available within Bay.",160,1.38,0
Your GoTyme parcel with tracking #357691073 is out for delivery today.,2176,1.05,0
"Pre-order bike, ₱1,200 deposit required per store policy, balance on pickup with official receipt.",866,0.95,0
"desk lamp for sale, ₱3,000. COD available within San Pedro.",2349,1.15,0
Your Metrobank parcel with tracking #193882663 is out for delivery today.,2707,2.45,0
"air fryer for sale, ₱3,000. COD available within Alaminos.",2004,2.36,0
"laptop bag for sale, ₱1,750. COD available within Calamba.",891,2.36,0
"monitor for sale, ₱2,500. COD available within Calamba.",700,0.66,0
"Pre-order blender, ₱800 deposit required per store policy, balance on pickup with official receipt.",2360,0.75,0
"Pre-order jacket, ₱1,200 deposit required per store policy, balance on pickup with official receipt.",369,4.11,0
"Pre-order monitor, ₱800 deposit required per store policy, balance on pickup with official receipt.",1375,1.79,0
Your BPI parcel with tracking #616396527 is out for delivery today.,543,0.4,0
"Pre-order air fryer, ₱1,750 deposit required per store policy, balance on pickup with official receipt.",2889,0.15,0
"Pre-order watch, ₱1,200 deposit required per store policy, balance on pickup with official receipt.",367,1.86,0
Your BPI parcel with tracking #155817333 is out for delivery today.,532,0.59,0
"office chair for sale, ₱3,000. COD available within Bay.",314,6.68,0
Your BDO parcel with tracking #363552958 is out for delivery today.,1333,2.14,0
Your LandBank parcel with tracking #137033244 is out for delivery today.,2308,1.48,0
Your LandBank parcel with tracking #662436492 is out for delivery today.,630,1.96,0
"jacket for sale, ₱1,200. COD available within San Pedro.",1212,0.8,0
Your UnionBank parcel with tracking #431217797 is out for delivery today.,1309,1.9,0
"Pre-order laptop bag, ₱3,000 deposit required per store policy, balance on pickup with official receipt.",769,2.35,0
Your GCash parcel with tracking #609143891 is out for delivery today.,1075,0.33,0
Your LandBank parcel with tracking #823596105 is out for delivery today.,2150,1.7,0
Your Maya parcel with tracking #160432937 is out for delivery today.,2913,1.16,0
Your BDO parcel with tracking #475772179 is out for delivery today.,2958,2.0,0
Your BDO parcel with tracking #678936820 is out for delivery today.,2487,1.52,0
Your BDO parcel with tracking #563222780 is out for delivery today.,364,1.11,0
Your LandBank parcel with tracking #724124469 is out for delivery today.,1631,0.15,0
Your GCash parcel with tracking #905406459 is out for delivery today.,88,1.04,0
"air fryer for sale, ₱3,000. COD available within Cabuyao.",1434,0.93,0
Your GoTyme parcel with tracking #370675231 is out for delivery today.,73,7.3,0
"phone case for sale, ₱800. COD available within Calamba.",2728,0.92,0
"speaker for sale, ₱1,750. COD available within Biñan.",482,1.73,0
Your BPI parcel with tracking #256008640 is out for delivery today.,961,1.05,0
"air fryer for sale, ₱3,000. COD available within Biñan.",2781,0.42,0
"laptop bag for sale, ₱2,500. COD available within Alaminos.",358,1.3,0
"phone case for sale, ₱3,000. COD available within Bay.",156,4.14,0
Your BPI parcel with tracking #614530118 is out for delivery today.,2444,2.21,0
Your GCash parcel with tracking #249500015 is out for delivery today.,301,3.33,0
Your GoTyme parcel with tracking #714980305 is out for delivery today.,1762,1.24,0
"watch for sale, ₱1,200. COD available within Alaminos.",1100,0.57,0
Your LandBank parcel with tracking #582284028 is out for delivery today.,1735,1.6,0
Your BDO parcel with tracking #872363480 is out for delivery today.,2039,1.34,0
"Pre-order phone case, ₱1,200 deposit required per store policy, balance on pickup with official receipt.",1435,1.66,0
"phone case for sale, ₱1,200. COD available within Cabuyao.",813,0.21,0
"monitor for sale, ₱1,200. COD available within Los Baños.",999,1.53,0
Your Security Bank parcel with tracking #296165109 is out for delivery today.,1526,0.2,0
"office chair for sale, ₱2,500. COD available within Tarlac City.",996,2.45,0
"speaker for sale, ₱800. COD available within Bay.",1959,0.67,0
Your Security Bank parcel with tracking #413668549 is out for delivery today.,2925,2.49,0
"monitor for sale, ₱1,750. COD available within Alaminos.",668,0.48,0
Your BDO parcel with tracking #689769452 is out for delivery today.,2901,0.94,0
Your Metrobank parcel with tracking #342513022 is out for delivery today.,615,2.47,0
"office chair for sale, ₱1,750. COD available within Los Baños.",1464,0.99,0
Your BPI parcel with tracking #364093094 is out for delivery today.,1022,1.33,0
Your GoTyme parcel with tracking #755867978 is out for delivery today.,2404,0.15,0
Your Metrobank parcel with tracking #263914967 is out for delivery today.,2999,2.26,0
"backpack for sale, ₱2,500. COD available within Tarlac City.",2403,1.63,0
"phone case for sale, ₱2,500. COD available within Los Baños.",813,0.39,0
Your Metrobank parcel with tracking #743105960 is out for delivery today.,1611,1.93,0
"Pre-order sneakers, ₱1,750 deposit required per store policy, balance on pickup with official receipt.",2555,2.26,0
"desk lamp for sale, ₱1,750. COD available within Bay.",477,0.31,0
Your UnionBank parcel with tracking #654149888 is out for delivery today.,306,0.96,0
"monitor for sale, ₱1,750. COD available within Bay.",378,7.04,0
Your GCash parcel with tracking #601558944 is out for delivery today.,40,1.28,0
"Pre-order desk lamp, ₱2,500 deposit required per store policy, balance on pickup with official receipt.",325,5.48,0
Your Security Bank parcel with tracking #297506226 is out for delivery today.,1361,0.48,0
Your Security Bank parcel with tracking #747276314 is out for delivery today.,175,2.25,0
Your Security Bank parcel with tracking #825719672 is out for delivery today.,652,1.67,0
Your BDO parcel with tracking #836628705 is out for delivery today.,2963,1.7,0
Your Security Bank parcel with tracking #218050744 is out for delivery today.,1944,0.97,0
"Pre-order watch, ₱1,750 deposit required per store policy, balance on pickup with official receipt.",1218,1.91,0
Your GCash parcel with tracking #468892853 is out for delivery today.,662,1.82,0
Your BDO parcel with tracking #747841453 is out for delivery today.,703,0.79,0
Your GCash parcel with tracking #203136207 is out for delivery today.,2292,0.73,0
Your BDO parcel with tracking #610741301 is out for delivery today.,748,2.16,0
"laptop bag for sale, ₱800. COD available within Bay.",1169,2.25,0
"Pre-order speaker, ₱2,500 deposit required per store policy, balance on pickup with official receipt.",156,5.0,0
Your GoTyme parcel with tracking #958528291 is out for delivery today.,507,2.36,0
"Pre-order air fryer, ₱3,000 deposit required per store policy, balance on pickup with official receipt.",761,1.5,0
Your GoTyme parcel with tracking #566476493 is out for delivery today.,579,2.25,0
Your GCash parcel with tracking #859326631 is out for delivery today.,44,5.69,0
"jacket for sale, ₱2,500. COD available within Calamba.",2123,1.85,0
Your GoTyme parcel with tracking #938863204 is out for delivery today.,933,2.14,0
Your Security Bank parcel with tracking #337265209 is out for delivery today.,313,2.06,0
"phone case for sale, ₱2,500. COD available within Biñan.",172,3.74,0
"monitor for sale, ₱800. COD available within Bay.",1932,1.26,0
"sofa for sale, ₱1,200. COD available within Bay.",370,5.52,0
Your Security Bank parcel with tracking #705670943 is out for delivery today.,2631,0.58,0
Your Maya parcel with tracking #536775576 is out for delivery today.,1420,0.68,0
Your UnionBank parcel with tracking #850832900 is out for delivery today.,1794,1.16,0
"air fryer for sale, ₱3,000. COD available within Bay.",666,0.29,0
"blender for sale, ₱800. COD available within Bay.",227,1.57,0
"speaker for sale, ₱3,000. COD available within Bay.",1995,1.06,0
"phone case for sale, ₱3,000. COD available within Sta. Rosa.",829,0.12,0
Your GCash parcel with tracking #999529287 is out for delivery today.,943,1.7,0
Your LandBank parcel with tracking #828598616 is out for delivery today.,1871,0.61,0
Your UnionBank parcel with tracking #535130062 is out for delivery today.,1941,0.3,0
"blender for sale, ₱1,750. COD available within Bay.",425,0.42,0
Your GoTyme parcel with tracking #737122524 is out for delivery today.,789,1.02,0
Your LandBank parcel with tracking #716177870 is out for delivery today.,1565,1.47,0
Your LandBank parcel with tracking #158499077 is out for delivery today.,1332,2.14,0
Your Security Bank parcel with tracking #385699325 is out for delivery today.,356,2.28,0
"Pre-order monitor, ₱1,200 deposit required per store policy, balance on pickup with official receipt.",1476,1.95,0
"phone case for sale, ₱3,000. COD available within Alaminos.",120,1.64,0
"jacket for sale, ₱2,500. COD available within Tarlac City.",1133,2.09,0
"air fryer for sale, ₱2,500. COD available within Biñan.",124,7.82,0
Your GCash parcel with tracking #781748122 is out for delivery today.,2998,1.15,0
Your GoTyme parcel with tracking #494505572 is out for delivery today.,1035,2.16,0
Your Metrobank parcel with tracking #786865629 is out for delivery today.,464,2.08,0
"speaker for sale, ₱1,750. COD available within Tarlac City.",2747,2.44,0
Your LandBank parcel with tracking #459613396 is out for delivery today.,1170,1.84,0
Your GCash parcel with tracking #866757239 is out for delivery today.,1901,1.85,0
Your Metrobank parcel with tracking #995642122 is out for delivery today.,2507,1.2,0
"monitor for sale, ₱1,200. COD available within Tarlac City.",1862,0.18,0
"watch for sale, ₱3,000. COD available within Biñan.",1415,1.28,0
Your BDO parcel with tracking #936433029 is out for delivery today.,217,7.95,0
Your Security Bank parcel with tracking #457330179 is out for delivery today.,2502,1.99,0
"Pre-order blender, ₱1,750 deposit required per store policy, balance on pickup with official receipt.",1966,2.17,0
Your Security Bank parcel with tracking #951070755 is out for delivery today.,2940,1.31,0
Your GoTyme parcel with tracking #285769471 is out for delivery today.,271,6.39,0
Your LandBank parcel with tracking #820743261 is out for delivery today.,964,1.61,0
Your GCash parcel with tracking #636959130 is out for delivery today.,376,1.75,0
Your UnionBank parcel with tracking #450446099 is out for delivery today.,262,6.95,0
"sneakers for sale, ₱1,750. COD available within Bay.",1321,0.94,0
Your BDO parcel with tracking #658622685 is out for delivery today.,810,0.33,0
"phone case for sale, ₱3,000. COD available within Calamba.",2703,1.64,0
Your Metrobank parcel with tracking #871968366 is out for delivery today.,783,0.7,0
"Pre-order desk lamp, ₱3,000 deposit required per store policy, balance on pickup with official receipt.",526,2.37,0
Your Maya parcel with tracking #824185650 is out for delivery today.,2462,0.68,0
"laptop bag for sale, ₱3,000. COD available within Tarlac City.",927,0.48,0
"speaker for sale, ₱2,500. COD available within Calamba.",1543,1.61,0
Your Metrobank parcel with tracking #469571280 is out for delivery today.,1612,1.13,0
"Pre-order watch, ₱3,000 deposit required per store policy, balance on pickup with official receipt.",1829,1.54,0
"jacket for sale, ₱2,500. COD available within Los Baños.",724,2.07,0
Your Metrobank parcel with tracking #164745615 is out for delivery today.,2750,1.05,0
"speaker for sale, ₱1,750. COD available within San Pedro.",1363,1.3,0
Your BPI parcel with tracking #217055249 is out for delivery today.,896,0.69,0
Your Security Bank parcel with tracking #484157274 is out for delivery today.,1111,1.17,0
Your UnionBank parcel with tracking #935835189 is out for delivery today.,2679,0.37,0
"laptop bag for sale, ₱1,200. COD available within Bay.",1665,0.64,0
"Pre-order blender, ₱3,000 deposit required per store policy, balance on pickup with official receipt.",663,1.98,0
Your GCash parcel with tracking #633905566 is out for delivery today.,2718,2.27,0
"Pre-order phone case, ₱2,500 deposit required per store policy, balance on pickup with official receipt.",1093,1.25,0
Your GoTyme parcel with tracking #377025016 is out for delivery today.,225,1.68,0
"Pre-order bike, ₱800 deposit required per store policy, balance on pickup with official receipt.",2452,2.41,0
"bike for sale, ₱800. COD available within Bay.",1686,1.81,0
Your BDO parcel with tracking #481878793 is out for delivery today.,1288,1.51,0
"office chair for sale, ₱1,750. COD available within Cabuyao.",328,1.22,0
"speaker for sale, ₱3,000. COD available within Alaminos.",843,1.5,0
"Pre-order jacket, ₱800 deposit required per store policy, balance on pickup with official receipt.",529,1.44,0
Your Security Bank parcel with tracking #124527971 is out for delivery today.,2214,1.11,0
"watch for sale, ₱1,200. COD available within Bay.",2176,0.71,0
"Pre-order blender, ₱2,500 deposit required per store policy, balance on pickup with official receipt.",2285,1.57,0
"phone case for sale, ₱1,750. COD available within Bay.",675,1.04,0
Your BDO parcel with tracking #884022757 is out for delivery today.,445,0.76,0
Your GoTyme parcel with tracking #733009622 is out for delivery today.,2599,1.64,0
"monitor for sale, ₱2,500. COD available within Alaminos.",86,3.52,0
"Pre-order jacket, ₱2,500 deposit required per store policy, balance on pickup with official receipt.",36,7.13,0
Your BPI parcel with tracking #276364078 is out for delivery today.,1470,1.05,0
"Pre-order sneakers, ₱3,000 deposit required per store policy, balance on pickup with official receipt.",1008,0.71,0
"Pre-order desk lamp, ₱1,200 deposit required per store policy, balance on pickup with official receipt.",355,4.25,0
Your Security Bank parcel with tracking #840023335 is out for delivery today.,781,1.64,0
Your BDO parcel with tracking #650896500 is out for delivery today.,1480,0.13,0
Your Security Bank parcel with tracking #229906828 is out for delivery today.,354,6.59,0
Your Maya parcel with tracking #697389660 is out for delivery today.,98,5.98,0
"Pre-order office chair, ₱800 deposit required per store policy, balance on pickup with official receipt.",157,5.74,0
Your Metrobank parcel with tracking #649251871 is out for delivery today.,2116,1.42,0
"phone case for sale, ₱800. COD available within San Pedro.",451,2.24,0
Your Metrobank parcel with tracking #246774616 is out for delivery today.,2704,2.47,0
Your GoTyme parcel with tracking #591779406 is out for delivery today.,2531,2.31,0
"office chair for sale, ₱2,500. COD available within Calamba.",316,1.58,0
Your LandBank parcel with tracking #862652974 is out for delivery today.,1093,2.28,0
DOLE advisory: Please be reminded that we do not process claims through Facebook Messenger.,1700,1.24,0
"phone case for sale, ₱1,200. COD available within San Pedro.",1632,1.38,0
Your BPI parcel with tracking #515537788 is out for delivery today.,42,4.57,0
Your BDO parcel with tracking #547817607 is out for delivery today.,1609,0.43,0
Your GCash parcel with tracking #811459798 is out for delivery today.,2324,0.89,0
Your BPI parcel with tracking #347539442 is out for delivery today.,2183,2.3,0
Your Metrobank parcel with tracking #196036036 is out for delivery today.,1469,1.0,0
"phone case for sale, ₱800. COD available within Alaminos.",2881,1.16,0
Your GCash parcel with tracking #628982956 is out for delivery today.,996,2.16,0
"phone case for sale, ₱1,750. COD available within San Pedro.",2139,0.62,0
Your GoTyme parcel with tracking #919645596 is out for delivery today.,2008,1.2,0
Your Metrobank parcel with tracking #455508829 is out for delivery today.,50,6.47,0
"office chair for sale, ₱1,200. COD available within Calamba.",1421,2.47,0
Your UnionBank parcel with tracking #320682808 is out for delivery today.,2272,1.06,0
"office chair for sale, ₱2,500. COD available within Biñan.",971,0.39,0
SSS advisory: Please be reminded that we do not process claims through Facebook Messenger.,1867,0.65,0
Your UnionBank parcel with tracking #944486849 is out for delivery today.,632,1.51,0
"Pre-order laptop bag, ₱800 deposit required per store policy, balance on pickup with official receipt.",1553,0.14,0
Your GoTyme parcel with tracking #899623106 is out for delivery today.,2591,1.98,0
Your GoTyme parcel with tracking #693509774 is out for delivery today.,1627,1.93,0
"speaker for sale, ₱1,200. COD available within San Pedro.",439,1.53,0
"office chair for sale, ₱3,000. COD available within Alaminos.",442,1.28,0
"air fryer for sale, ₱1,200. COD available within San Pedro.",367,1.14,0
"bike for sale, ₱3,000. COD available within Alaminos.",483,0.67,0
Your GoTyme parcel with tracking #231851001 is out for delivery today.,1234,1.53,0
Your UnionBank parcel with tracking #809460846 is out for delivery today.,1060,1.19,0
Your UnionBank parcel with tracking #456665137 is out for delivery today.,399,1.49,0
Your GoTyme parcel with tracking #793306734 is out for delivery today.,1968,2.46,0
"monitor for sale, ₱3,000. COD available within Cabuyao.",110,5.98,0
Your Metrobank parcel with tracking #669618228 is out for delivery today.,2619,1.83,0
"watch for sale, ₱1,750. COD available within San Pedro.",288,1.23,0
"Pre-order speaker, ₱800 deposit required per store policy, balance on pickup with official receipt.",738,2.1,0
"phone case for sale, ₱1,750. COD available within Sta. Rosa.",1861,1.23,0
"Pre-order backpack, ₱800 deposit required per store policy, balance on pickup with official receipt.",1537,1.9,0
"phone case for sale, ₱3,000. COD available within Los Baños.",986,1.41,0
Your BDO parcel with tracking #860837826 is out for delivery today.,2171,1.46,0
"air fryer for sale, ₱2,500. COD available within Calamba.",2452,1.44,0
Your GoTyme parcel with tracking #231733036 is out for delivery today.,1461,0.99,0
"phone case for sale, ₱1,200. COD available within Bay.",176,5.46,0
"Pre-order laptop bag, ₱1,750 deposit required per store policy, balance on pickup with official receipt.",2505,2.1,0
"bike for sale, ₱2,500. COD available within Bay.",2730,0.57,0
"Pre-order speaker, ₱1,200 deposit required per store policy, balance on pickup with official receipt.",1363,2.44,0
Your Metrobank parcel with tracking #531902227 is out for delivery today.,553,0.31,0
Your BPI parcel with tracking #972304460 is out for delivery today.,2641,1.98,0
Your Security Bank parcel with tracking #743237576 is out for delivery today.,1195,1.4,0
Your BPI parcel with tracking #182133586 is out for delivery today.,987,1.44,0
"Pre-order backpack, ₱2,500 deposit required per store policy, balance on pickup with official receipt.",2691,1.08,0
"phone case for sale, ₱1,750. COD available within Tarlac City.",2025,0.61,0
Your Security Bank parcel with tracking #689238611 is out for delivery today.,2615,0.08,0
"Pre-order jacket, ₱1,750 deposit required per store policy, balance on pickup with official receipt.",2128,0.73,0
Your Metrobank parcel with tracking #801480415 is out for delivery today.,612,2.37,0
Your BPI parcel with tracking #529078063 is out for delivery today.,1948,0.81,0
"office chair for sale, ₱3,000. COD available within Cabuyao.",2985,0.89,0
Your BDO parcel with tracking #624763470 is out for delivery today.,2187,1.64,0
Your BDO parcel with tracking #968806554 is out for delivery today.,1564,0.58,0
Your BDO parcel with tracking #231226336 is out for delivery today.,248,1.24,0
"monitor for sale, ₱1,200. COD available within Calamba.",1457,0.71,0
"bike for sale, ₱2,500. COD available within San Pedro.",656,1.26,0
Your UnionBank parcel with tracking #331938591 is out for delivery today.,886,2.05,0
Your BDO parcel with tracking #569168590 is out for delivery today.,2570,1.6,0
"office chair for sale, ₱1,200. COD available within Biñan.",42,7.37,0
Your GCash parcel with tracking #793668141 is out for delivery today.,809,0.52,0
Your GoTyme parcel with tracking #473672811 is out for delivery today.,520,2.04,0
Your LandBank parcel with tracking #670651868 is out for delivery today.,1105,0.39,0
"laptop bag for sale, ₱2,500. COD available within Calamba.",2812,2.43,0
"backpack for sale, ₱3,000. COD available within Cabuyao.",1524,2.08,0
Your Metrobank parcel with tracking #461491733 is out for delivery today.,267,2.62,0
Your LandBank parcel with tracking #774913236 is out for delivery today.,2176,0.95,0
